,d,r,c
25422,109,0,168
25423,112,0,168
25424,114,0,168
25425,116,0,168
25426,117,0,168
25427,118,0,168
25428,121,0,168
25429,123,0,168
25430,127,0,168
25431,131,0,168
25432,132,0,168
25433,134,0,168
25434,135,0,168
25435,136,0,168
25436,137,0,168
25437,138,0,168
25438,139,0,168
25439,140,0,168
25440,142,0,168
25441,144,0,168
25442,146,0,168
25443,147,0,168
25444,148,0,168
25445,157,0,168
25446,158,0,168
25447,160,0,168
25448,161,1,168
25449,162,1,168
25450,165,0,168
25451,166,0,168
25452,167,0,168
25453,168,0,168
25454,169,0,168
25455,174,0,168
25456,177,1,168
25457,183,0,168
25458,190,0,168
25459,192,0,168
25460,193,0,168
25461,195,0,168
25462,198,0,168
25463,200,0,168
25464,201,0,168
25465,202,0,168
25466,203,0,168
25467,204,0,168
25468,206,0,168
25469,208,0,168
25470,209,0,168
25471,210,0,168
25472,216,1,168
25473,218,0,168
25474,221,0,168
25475,223,0,168
25476,225,0,168
25477,226,0,168
25478,227,0,168
25479,228,0,168
25480,229,0,168
25481,230,0,168
25482,231,0,168
25483,233,0,168
25484,234,0,168
25485,236,0,168
25486,237,0,168
25487,238,0,168
25488,239,0,168
25489,240,0,168
25490,242,0,168
25491,243,0,168
25492,246,0,168
25493,247,0,168
25494,248,0,168
25495,252,0,168
25496,254,0,168
25497,255,0,168
25498,257,0,168
25499,258,0,168
25500,259,0,168
25501,260,0,168
25502,261,0,168
25503,262,0,168
25504,263,0,168
25505,264,0,168
25506,265,0,168
25507,267,0,168
25508,269,0,168
25509,270,0,168
25510,271,0,168
25511,272,0,168
25512,274,0,168
25513,276,0,168
25514,278,0,168
25515,279,0,168
25516,280,0,168
25517,281,0,168
25518,284,0,168
25519,286,0,168
25520,301,0,168
25521,304,0,168
25522,305,0,168
25523,306,0,168
25524,308,0,168
25525,310,0,168
25526,314,1,168
25527,329,0,168
25528,339,0,168
25529,340,0,168
25530,0,1,169
25531,4,1,169
25532,10,1,169
25533,11,1,169
25534,14,0,169
25535,16,0,169
25536,17,1,169
25537,24,1,169
25538,26,0,169
25539,27,0,169
25540,28,1,169
25541,32,0,169
25542,35,0,169
25543,37,0,169
25544,39,1,169
25545,41,1,169
25546,44,0,169
25547,46,0,169
25548,50,0,169
25549,51,0,169
25550,52,0,169
25551,58,0,169
25552,60,0,169
25553,62,0,169
25554,63,0,169
25555,64,0,169
25556,65,0,169
25557,66,0,169
25558,67,0,169
25559,70,0,169
25560,71,0,169
25561,78,0,169
25562,79,0,169
25563,80,0,169
25564,85,0,169
25565,86,0,169
25566,88,0,169
25567,89,0,169
25568,91,0,169
25569,92,0,169
25570,93,0,169
25571,95,0,169
25572,96,0,169
25573,97,0,169
25574,98,0,169
25575,99,0,169
25576,100,0,169
25577,103,0,169
25578,105,0,169
25579,107,0,169
25580,109,0,169
25581,111,0,169
25582,112,0,169
25583,113,0,169
25584,114,0,169
25585,116,0,169
25586,118,0,169
25587,119,0,169
25588,121,0,169
25589,122,0,169
25590,123,0,169
25591,127,0,169
25592,131,0,169
25593,132,0,169
25594,133,0,169
25595,134,0,169
25596,135,0,169
25597,136,0,169
25598,138,0,169
25599,142,0,169
25600,143,0,169
25601,144,0,169
25602,146,0,169
25603,147,0,169
25604,148,0,169
25605,151,0,169
25606,152,0,169
25607,157,0,169
25608,158,0,169
25609,159,0,169
25610,162,1,169
25611,167,0,169
25612,177,1,169
25613,183,0,169
25614,184,0,169
25615,186,0,169
25616,188,0,169
25617,189,0,169
25618,190,0,169
25619,192,0,169
25620,193,0,169
25621,198,0,169
25622,200,0,169
25623,201,0,169
25624,202,0,169
25625,203,0,169
25626,204,0,169
25627,207,0,169
25628,212,0,169
25629,213,0,169
25630,217,0,169
25631,218,0,169
25632,220,0,169
25633,221,0,169
25634,223,0,169
25635,224,0,169
25636,225,0,169
25637,226,0,169
25638,227,0,169
25639,228,0,169
25640,229,0,169
25641,230,0,169
25642,231,0,169
25643,232,0,169
25644,233,0,169
25645,235,0,169
25646,236,0,169
25647,238,0,169
25648,242,0,169
25649,243,0,169
25650,248,0,169
25651,249,0,169
25652,250,0,169
25653,252,0,169
25654,253,0,169
25655,254,0,169
25656,255,0,169
25657,257,0,169
25658,258,0,169
25659,259,0,169
25660,260,0,169
25661,261,0,169
25662,262,0,169
25663,264,0,169
25664,265,0,169
25665,266,0,169
25666,267,0,169
25667,268,0,169
25668,269,0,169
25669,270,0,169
25670,272,0,169
25671,274,0,169
25672,276,0,169
25673,278,0,169
25674,279,0,169
25675,281,0,169
25676,282,0,169
25677,283,0,169
25678,284,0,169
25679,285,0,169
25680,286,0,169
25681,297,0,169
25682,302,1,169
25683,304,0,169
25684,326,0,169
25685,329,0,169
25686,337,0,169
25687,0,1,170
25688,2,1,170
25689,3,0,170
25690,4,1,170
25691,5,1,170
25692,6,1,170
25693,7,1,170
25694,9,1,170
25695,10,1,170
25696,11,1,170
25697,19,1,170
25698,20,1,170
25699,21,1,170
25700,22,1,170
25701,28,1,170
25702,33,1,170
25703,34,1,170
25704,44,0,170
25705,49,1,170
25706,50,1,170
25707,58,0,170
25708,60,0,170
25709,62,0,170
25710,63,0,170
25711,64,0,170
25712,65,0,170
25713,67,0,170
25714,69,0,170
25715,71,0,170
25716,73,0,170
25717,78,0,170
25718,79,0,170
25719,80,0,170
25720,85,0,170
25721,86,0,170
25722,88,0,170
25723,91,0,170
25724,92,0,170
25725,93,0,170
25726,94,0,170
25727,95,0,170
25728,99,0,170
25729,100,0,170
25730,101,0,170
25731,103,0,170
25732,105,0,170
25733,108,0,170
25734,109,0,170
25735,114,0,170
25736,116,0,170
25737,118,0,170
25738,121,0,170
25739,122,0,170
25740,123,0,170
25741,125,0,170
25742,126,0,170
25743,127,0,170
25744,128,0,170
25745,129,0,170
25746,131,0,170
25747,132,0,170
25748,135,0,170
25749,136,0,170
25750,137,0,170
25751,140,0,170
25752,141,0,170
25753,142,0,170
25754,143,0,170
25755,144,0,170
25756,146,0,170
25757,147,0,170
25758,148,0,170
25759,156,0,170
25760,157,0,170
25761,158,0,170
25762,161,1,170
25763,162,1,170
25764,166,0,170
25765,167,0,170
25766,177,1,170
25767,183,0,170
25768,186,0,170
25769,189,0,170
25770,192,0,170
25771,193,0,170
25772,198,0,170
25773,200,0,170
25774,201,0,170
25775,202,0,170
25776,203,0,170
25777,206,0,170
25778,210,0,170
25779,213,0,170
25780,218,0,170
25781,220,0,170
25782,221,0,170
25783,223,0,170
25784,224,0,170
25785,225,0,170
25786,226,0,170
25787,228,0,170
25788,229,0,170
25789,230,0,170
25790,231,0,170
25791,232,0,170
25792,236,0,170
25793,237,0,170
25794,238,0,170
25795,242,0,170
25796,243,0,170
25797,248,0,170
25798,250,0,170
25799,252,0,170
25800,254,0,170
25801,255,0,170
25802,256,0,170
25803,257,0,170
25804,258,0,170
25805,259,0,170
25806,260,0,170
25807,261,0,170
25808,262,0,170
25809,263,0,170
25810,267,0,170
25811,268,0,170
25812,270,0,170
25813,271,0,170
25814,272,0,170
25815,277,0,170
25816,278,0,170
25817,279,0,170
25818,281,0,170
25819,283,0,170
25820,284,0,170
25821,285,0,170
25822,286,0,170
25823,291,1,170
25824,298,0,170
25825,301,0,170
25826,314,1,170
25827,333,0,170
25828,10,1,171
25829,11,1,171
25830,13,0,171
25831,15,0,171
25832,33,1,171
25833,35,0,171
25834,36,0,171
25835,37,0,171
25836,42,0,171
25837,44,0,171
25838,46,0,171
25839,48,0,171
25840,49,1,171
25841,51,0,171
25842,52,0,171
25843,53,0,171
25844,58,0,171
25845,60,0,171
25846,62,0,171
25847,63,0,171
25848,64,0,171
25849,65,0,171
25850,67,0,171
25851,68,0,171
25852,69,0,171
25853,70,0,171
25854,71,0,171
25855,72,0,171
25856,73,0,171
25857,75,0,171
25858,76,0,171
25859,78,0,171
25860,79,0,171
25861,80,0,171
25862,83,0,171
25863,85,0,171
25864,86,0,171
25865,88,0,171
25866,89,0,171
25867,90,0,171
25868,91,0,171
25869,92,0,171
25870,93,0,171
25871,94,0,171
25872,95,0,171
25873,97,0,171
25874,99,0,171
25875,100,0,171
25876,102,0,171
25877,103,0,171
25878,105,0,171
25879,107,0,171
25880,108,0,171
25881,109,0,171
25882,112,0,171
25883,113,0,171
25884,114,0,171
25885,116,0,171
25886,117,0,171
25887,118,0,171
25888,119,0,171
25889,120,0,171
25890,121,0,171
25891,122,0,171
25892,123,0,171
25893,126,0,171
25894,127,0,171
25895,129,0,171
25896,130,0,171
25897,131,0,171
25898,132,0,171
25899,133,0,171
25900,134,0,171
25901,136,0,171
25902,137,0,171
25903,140,0,171
25904,142,0,171
25905,144,0,171
25906,146,0,171
25907,147,0,171
25908,148,0,171
25909,149,0,171
25910,151,0,171
25911,153,0,171
25912,156,0,171
25913,157,0,171
25914,158,0,171
25915,161,1,171
25916,162,1,171
25917,166,0,171
25918,167,0,171
25919,168,0,171
25920,175,0,171
25921,183,0,171
25922,184,0,171
25923,186,0,171
25924,189,0,171
25925,190,0,171
25926,192,0,171
25927,193,0,171
25928,197,0,171
25929,198,0,171
25930,200,0,171
25931,201,0,171
25932,202,0,171
25933,203,0,171
25934,204,0,171
25935,205,0,171
25936,206,0,171
25937,207,0,171
25938,208,0,171
25939,209,0,171
25940,210,0,171
25941,211,0,171
25942,213,0,171
25943,218,0,171
25944,220,0,171
25945,221,0,171
25946,223,0,171
25947,224,0,171
25948,225,0,171
25949,226,0,171
25950,228,0,171
25951,229,0,171
25952,230,0,171
25953,231,0,171
25954,232,0,171
25955,233,0,171
25956,234,0,171
25957,236,0,171
25958,238,0,171
25959,241,0,171
25960,242,0,171
25961,243,0,171
25962,245,0,171
25963,248,0,171
25964,249,0,171
25965,250,0,171
25966,251,0,171
25967,252,0,171
25968,253,0,171
25969,254,0,171
25970,255,0,171
25971,257,0,171
25972,258,0,171
25973,259,0,171
25974,260,0,171
25975,261,0,171
25976,262,0,171
25977,263,0,171
25978,264,0,171
25979,265,0,171
25980,266,0,171
25981,267,0,171
25982,268,0,171
25983,269,0,171
25984,270,0,171
25985,271,0,171
25986,272,0,171
25987,273,0,171
25988,274,0,171
25989,275,0,171
25990,276,0,171
25991,277,0,171
25992,278,0,171
25993,279,0,171
25994,280,0,171
25995,281,0,171
25996,282,0,171
25997,283,0,171
25998,284,0,171
25999,285,0,171
26000,286,0,171
26001,297,0,171
26002,298,0,171
26003,300,0,171
26004,301,0,171
26005,304,0,171
26006,306,0,171
26007,307,0,171
26008,308,0,171
26009,314,1,171
26010,328,0,171
26011,329,0,171
26012,333,0,171
26013,339,0,171
26014,4,1,172
26015,6,0,172
26016,10,1,172
26017,11,1,172
26018,13,0,172
26019,14,0,172
26020,16,0,172
26021,19,1,172
26022,27,0,172
26023,32,0,172
26024,35,0,172
26025,36,0,172
26026,37,0,172
26027,39,0,172
26028,42,0,172
26029,44,0,172
26030,46,0,172
26031,47,0,172
26032,48,0,172
26033,49,1,172
26034,58,0,172
26035,60,0,172
26036,62,0,172
26037,63,0,172
26038,64,0,172
26039,65,0,172
26040,67,0,172
26041,70,0,172
26042,71,0,172
26043,72,0,172
26044,73,0,172
26045,75,0,172
26046,76,0,172
26047,77,0,172
26048,78,0,172
26049,79,0,172
26050,80,0,172
26051,83,0,172
26052,85,0,172
26053,86,0,172
26054,88,0,172
26055,89,0,172
26056,90,0,172
26057,91,0,172
26058,92,0,172
26059,93,0,172
26060,94,0,172
26061,95,0,172
26062,96,0,172
26063,99,0,172
26064,100,0,172
26065,101,0,172
26066,103,0,172
26067,105,0,172
26068,107,0,172
26069,108,0,172
26070,109,0,172
26071,112,0,172
26072,113,0,172
26073,114,0,172
26074,116,0,172
26075,118,0,172
26076,119,0,172
26077,121,0,172
26078,122,0,172
26079,123,0,172
26080,125,0,172
26081,127,0,172
26082,128,0,172
26083,129,0,172
26084,131,0,172
26085,132,0,172
26086,134,0,172
26087,135,0,172
26088,136,0,172
26089,138,0,172
26090,140,0,172
26091,141,0,172
26092,142,0,172
26093,143,0,172
26094,144,0,172
26095,146,0,172
26096,147,0,172
26097,148,0,172
26098,150,0,172
26099,155,0,172
26100,157,0,172
26101,158,0,172
26102,159,0,172
26103,161,1,172
26104,162,1,172
26105,166,0,172
26106,167,0,172
26107,174,0,172
26108,175,0,172
26109,177,1,172
26110,183,0,172
26111,184,0,172
26112,185,0,172
26113,186,0,172
26114,188,0,172
26115,190,0,172
26116,192,0,172
26117,193,0,172
26118,195,0,172
26119,196,0,172
26120,197,0,172
26121,198,0,172
26122,200,0,172
26123,201,0,172
26124,202,0,172
26125,203,0,172
26126,204,0,172
26127,206,0,172
26128,207,0,172
26129,208,0,172
26130,209,0,172
26131,210,0,172
26132,211,0,172
26133,213,0,172
26134,214,0,172
26135,217,0,172
26136,218,0,172
26137,220,0,172
26138,221,0,172
26139,223,0,172
26140,224,0,172
26141,225,0,172
26142,226,0,172
26143,227,0,172
26144,228,0,172
26145,229,0,172
26146,230,0,172
26147,231,0,172
26148,232,0,172
26149,233,0,172
26150,234,0,172
26151,235,0,172
26152,236,0,172
26153,237,0,172
26154,238,0,172
26155,241,0,172
26156,243,0,172
26157,248,0,172
26158,249,0,172
26159,250,0,172
26160,251,0,172
26161,252,0,172
26162,253,0,172
26163,254,0,172
26164,255,0,172
26165,256,0,172
26166,257,0,172
26167,258,0,172
26168,259,0,172
26169,260,0,172
26170,261,0,172
26171,262,0,172
26172,263,0,172
26173,264,0,172
26174,265,0,172
26175,266,0,172
26176,267,0,172
26177,268,0,172
26178,269,0,172
26179,270,0,172
26180,271,0,172
26181,272,0,172
26182,276,0,172
26183,277,0,172
26184,278,0,172
26185,279,0,172
26186,280,0,172
26187,281,0,172
26188,283,0,172
26189,284,0,172
26190,285,0,172
26191,301,0,172
26192,302,0,172
26193,304,0,172
26194,306,0,172
26195,307,0,172
26196,308,0,172
26197,312,0,172
26198,313,0,172
26199,325,0,172
26200,327,0,172
26201,328,0,172
26202,329,0,172
26203,330,0,172
26204,332,0,172
26205,339,0,172
26206,2,1,173
26207,4,1,173
26208,5,1,173
26209,7,1,173
26210,9,1,173
26211,11,1,173
26212,20,1,173
26213,21,1,173
26214,22,1,173
26215,26,1,173
26216,32,0,173
26217,33,1,173
26218,34,1,173
26219,35,0,173
26220,37,0,173
26221,40,1,173
26222,42,0,173
26223,44,0,173
26224,46,0,173
26225,49,1,173
26226,52,0,173
26227,58,0,173
26228,60,0,173
26229,62,0,173
26230,63,0,173
26231,64,0,173
26232,65,0,173
26233,67,0,173
26234,70,0,173
26235,71,0,173
26236,72,0,173
26237,73,0,173
26238,77,0,173
26239,78,0,173
26240,79,0,173
26241,80,0,173
26242,81,0,173
26243,82,0,173
26244,83,0,173
26245,85,0,173
26246,86,0,173
26247,88,0,173
26248,91,0,173
26249,92,0,173
26250,93,0,173
26251,94,0,173
26252,95,0,173
26253,96,0,173
26254,99,0,173
26255,100,0,173
26256,103,0,173
26257,105,0,173
26258,116,0,173
26259,117,0,173
26260,118,0,173
26261,121,0,173
26262,123,0,173
26263,127,0,173
26264,131,0,173
26265,132,0,173
26266,133,0,173
26267,134,0,173
26268,135,0,173
26269,136,0,173
26270,138,0,173
26271,142,0,173
26272,143,0,173
26273,144,0,173
26274,146,0,173
26275,147,0,173
26276,157,0,173
26277,158,0,173
26278,159,0,173
26279,163,1,173
26280,167,0,173
26281,183,0,173
26282,184,0,173
26283,186,0,173
26284,192,0,173
26285,193,0,173
26286,196,0,173
26287,197,0,173
26288,198,0,173
26289,199,0,173
26290,200,0,173
26291,201,0,173
26292,202,0,173
26293,203,0,173
26294,204,0,173
26295,206,0,173
26296,208,0,173
26297,209,0,173
26298,210,0,173
26299,212,0,173
26300,214,0,173
26301,217,0,173
26302,218,0,173
26303,220,0,173
26304,221,0,173
26305,222,0,173
26306,223,0,173
26307,224,0,173
26308,225,0,173
26309,226,0,173
26310,228,0,173
26311,229,0,173
26312,230,0,173
26313,231,0,173
26314,232,0,173
26315,233,0,173
26316,235,0,173
26317,236,0,173
26318,238,0,173
26319,239,0,173
26320,243,0,173
26321,248,0,173
26322,250,0,173
26323,252,0,173
26324,254,0,173
26325,257,0,173
26326,258,0,173
26327,259,0,173
26328,260,0,173
26329,261,0,173
26330,262,0,173
26331,264,0,173
26332,265,0,173
26333,267,0,173
26334,268,0,173
26335,269,0,173
26336,270,0,173
26337,272,0,173
26338,274,0,173
26339,278,0,173
26340,286,0,173
26341,301,0,173
26342,302,0,173
26343,303,0,173
26344,307,0,173
26345,328,0,173
26346,329,0,173
26347,333,0,173
26348,339,0,173
26349,5,1,174
26350,6,1,174
26351,7,1,174
26352,9,1,174
26353,10,1,174
26354,11,1,174
26355,12,1,174
26356,21,1,174
26357,22,1,174
26358,27,0,174
26359,33,1,174
26360,44,0,174
26361,58,0,174
26362,60,0,174
26363,62,0,174
26364,63,0,174
26365,64,0,174
26366,65,0,174
26367,66,0,174
26368,67,0,174
26369,69,0,174
26370,70,0,174
26371,71,0,174
26372,72,0,174
26373,73,0,174
26374,78,0,174
26375,79,0,174
26376,80,0,174
26377,81,0,174
26378,82,0,174
26379,83,0,174
26380,84,0,174
26381,85,0,174
26382,86,0,174
26383,88,0,174
26384,89,0,174
26385,91,0,174
26386,92,0,174
26387,93,0,174
26388,94,0,174
26389,95,0,174
26390,96,0,174
26391,98,0,174
26392,99,0,174
26393,100,0,174
26394,103,0,174
26395,105,0,174
26396,106,0,174
26397,107,0,174
26398,109,0,174
26399,117,0,174
26400,118,0,174
26401,121,0,174
26402,127,0,174
26403,140,0,174
26404,162,1,174
26405,163,1,174
26406,167,0,174
26407,183,0,174
26408,186,0,174
26409,189,0,174
26410,190,0,174
26411,192,0,174
26412,193,0,174
26413,194,0,174
26414,195,0,174
26415,198,0,174
26416,200,0,174
26417,201,0,174
26418,202,0,174
26419,203,0,174
26420,207,0,174
26421,209,0,174
26422,212,0,174
26423,214,0,174
26424,215,0,174
26425,218,0,174
26426,219,0,174
26427,220,0,174
26428,221,0,174
26429,222,0,174
26430,223,0,174
26431,224,0,174
26432,225,0,174
26433,226,0,174
26434,228,0,174
26435,229,0,174
26436,230,0,174
26437,232,0,174
26438,233,0,174
26439,234,0,174
26440,236,0,174
26441,237,0,174
26442,238,0,174
26443,239,0,174
26444,240,0,174
26445,242,0,174
26446,247,0,174
26447,252,0,174
26448,286,0,174
26449,291,1,174
26450,296,1,174
26451,297,0,174
26452,298,0,174
26453,301,0,174
26454,310,0,174
26455,311,0,174
26456,329,0,174
26457,331,0,174
26458,332,0,174
26459,333,0,174
26460,11,1,175
26461,16,0,175
26462,19,1,175
26463,28,1,175
26464,33,1,175
26465,46,0,175
26466,57,0,175
26467,60,0,175
26468,62,0,175
26469,63,0,175
26470,64,0,175
26471,65,0,175
26472,67,0,175
26473,69,0,175
26474,70,0,175
26475,71,0,175
26476,73,0,175
26477,74,0,175
26478,76,0,175
26479,78,0,175
26480,79,0,175
26481,80,0,175
26482,84,1,175
26483,88,0,175
26484,89,0,175
26485,91,0,175
26486,92,0,175
26487,95,0,175
26488,97,0,175
26489,98,0,175
26490,100,0,175
26491,107,0,175
26492,112,0,175
26493,114,0,175
26494,116,0,175
26495,118,0,175
26496,121,0,175
26497,122,0,175
26498,125,0,175
26499,126,0,175
26500,127,0,175
26501,129,0,175
26502,130,0,175
26503,131,0,175
26504,132,0,175
26505,134,0,175
26506,135,0,175
26507,136,0,175
26508,137,0,175
26509,138,0,175
26510,141,0,175
26511,142,0,175
26512,143,0,175
26513,144,0,175
26514,146,0,175
26515,147,0,175
26516,166,0,175
26517,167,0,175
26518,183,0,175
26519,184,0,175
26520,186,0,175
26521,187,0,175
26522,189,0,175
26523,190,0,175
26524,191,0,175
26525,192,0,175
26526,193,0,175
26527,194,0,175
26528,195,0,175
26529,197,0,175
26530,198,0,175
26531,200,0,175
26532,201,0,175
26533,202,0,175
26534,203,0,175
26535,204,0,175
26536,206,0,175
26537,208,0,175
26538,209,0,175
26539,210,0,175
26540,213,0,175
26541,215,1,175
26542,218,0,175
26543,221,0,175
26544,223,0,175
26545,224,0,175
26546,225,0,175
26547,226,0,175
26548,228,0,175
26549,229,0,175
26550,230,0,175
26551,232,0,175
26552,236,0,175
26553,238,0,175
26554,248,0,175
26555,250,0,175
26556,251,0,175
26557,252,0,175
26558,254,0,175
26559,255,0,175
26560,258,0,175
26561,259,0,175
26562,260,0,175
26563,261,0,175
26564,262,0,175
26565,263,0,175
26566,264,0,175
26567,265,0,175
26568,266,0,175
26569,267,0,175
26570,268,0,175
26571,286,0,175
26572,294,0,175
26573,297,0,175
26574,298,0,175
26575,301,0,175
26576,325,0,175
26577,327,0,175
26578,329,0,175
26579,333,0,175
26580,5,1,176
26581,6,1,176
26582,7,1,176
26583,9,1,176
26584,10,1,176
26585,11,1,176
26586,13,0,176
26587,21,1,176
26588,22,1,176
26589,26,1,176
26590,27,0,176
26591,28,1,176
26592,30,1,176
26593,33,1,176
26594,36,0,176
26595,39,0,176
26596,44,0,176
26597,58,0,176
26598,60,0,176
26599,62,0,176
26600,63,0,176
26601,64,0,176
26602,65,0,176
26603,66,0,176
26604,67,0,176
26605,68,0,176
26606,69,0,176
26607,70,0,176
26608,71,0,176
26609,73,0,176
26610,74,0,176
26611,75,0,176
26612,76,0,176
26613,77,0,176
26614,78,0,176
26615,79,0,176
26616,80,0,176
26617,81,0,176
26618,83,0,176
26619,85,0,176
26620,88,0,176
26621,91,0,176
26622,92,0,176
26623,93,0,176
26624,94,0,176
26625,95,0,176
26626,99,0,176
26627,100,0,176
26628,105,0,176
26629,106,0,176
26630,107,0,176
26631,117,0,176
26632,118,0,176
26633,121,0,176
26634,122,0,176
26635,127,0,176
26636,160,0,176
26637,161,1,176
26638,165,0,176
26639,166,0,176
26640,183,0,176
26641,186,0,176
26642,189,0,176
26643,192,0,176
26644,193,0,176
26645,195,0,176
26646,196,0,176
26647,198,0,176
26648,200,0,176
26649,201,0,176
26650,202,0,176
26651,203,0,176
26652,204,0,176
26653,205,0,176
26654,206,0,176
26655,207,0,176
26656,208,0,176
26657,209,0,176
26658,210,0,176
26659,211,0,176
26660,213,0,176
26661,214,0,176
26662,218,0,176
26663,220,0,176
26664,221,0,176
26665,222,0,176
26666,223,0,176
26667,224,0,176
26668,225,0,176
26669,226,0,176
26670,228,0,176
26671,229,0,176
26672,230,0,176
26673,231,0,176
26674,233,0,176
26675,234,0,176
26676,236,0,176
26677,237,0,176
26678,238,0,176
26679,239,0,176
26680,240,0,176
26681,247,0,176
26682,252,0,176
26683,254,0,176
26684,261,0,176
26685,280,0,176
26686,286,0,176
26687,291,1,176
26688,297,0,176
26689,298,0,176
26690,301,0,176
26691,302,0,176
26692,303,0,176
26693,329,0,176
26694,331,0,176
26695,332,0,176
26696,0,1,177
26697,2,1,177
26698,4,1,177
26699,7,1,177
26700,9,1,177
26701,11,1,177
26702,12,1,177
26703,17,1,177
26704,19,1,177
26705,20,1,177
26706,21,1,177
26707,22,1,177
26708,24,1,177
26709,26,1,177
26710,28,1,177
26711,30,1,177
26712,32,0,177
26713,33,1,177
26714,37,0,177
26715,40,1,177
26716,44,0,177
26717,46,0,177
26718,49,1,177
26719,50,1,177
26720,58,0,177
26721,60,0,177
26722,62,0,177
26723,64,0,177
26724,65,0,177
26725,67,0,177
26726,69,0,177
26727,70,0,177
26728,71,0,177
26729,79,0,177
26730,80,0,177
26731,83,0,177
26732,85,0,177
26733,88,0,177
26734,89,0,177
26735,91,0,177
26736,94,0,177
26737,95,0,177
26738,99,0,177
26739,100,0,177
26740,101,0,177
26741,103,0,177
26742,105,0,177
26743,109,0,177
26744,115,0,177
26745,116,0,177
26746,117,0,177
26747,118,0,177
26748,119,0,177
26749,121,0,177
26750,122,0,177
26751,123,0,177
26752,125,0,177
26753,127,0,177
26754,128,0,177
26755,129,0,177
26756,131,0,177
26757,132,0,177
26758,133,0,177
26759,134,0,177
26760,135,0,177
26761,136,0,177
26762,137,0,177
26763,138,0,177
26764,140,0,177
26765,141,0,177
26766,142,0,177
26767,143,0,177
26768,144,0,177
26769,146,0,177
26770,147,0,177
26771,148,0,177
26772,156,0,177
26773,157,0,177
26774,158,0,177
26775,159,0,177
26776,161,1,177
26777,162,1,177
26778,163,1,177
26779,166,0,177
26780,167,0,177
26781,177,1,177
26782,183,0,177
26783,186,0,177
26784,191,0,177
26785,192,0,177
26786,193,0,177
26787,196,0,177
26788,198,0,177
26789,200,0,177
26790,202,0,177
26791,203,0,177
26792,204,0,177
26793,206,0,177
26794,207,0,177
26795,210,0,177
26796,218,0,177
26797,220,0,177
26798,221,0,177
26799,223,0,177
26800,224,0,177
26801,225,0,177
26802,226,0,177
26803,228,0,177
26804,229,0,177
26805,230,0,177
26806,233,0,177
26807,236,0,177
26808,237,0,177
26809,238,0,177
26810,242,0,177
26811,243,0,177
26812,248,0,177
26813,250,0,177
26814,252,0,177
26815,253,0,177
26816,254,0,177
26817,255,0,177
26818,256,0,177
26819,257,0,177
26820,258,0,177
26821,259,0,177
26822,260,0,177
26823,261,0,177
26824,262,0,177
26825,263,0,177
26826,264,0,177
26827,265,0,177
26828,267,0,177
26829,268,0,177
26830,269,0,177
26831,270,0,177
26832,271,0,177
26833,272,0,177
26834,273,0,177
26835,274,0,177
26836,275,0,177
26837,276,0,177
26838,277,0,177
26839,278,0,177
26840,280,0,177
26841,281,0,177
26842,284,0,177
26843,286,0,177
26844,301,0,177
26845,6,1,178
26846,10,1,178
26847,11,1,178
26848,13,0,178
26849,21,1,178
26850,22,1,178
26851,24,1,178
26852,28,1,178
26853,29,1,178
26854,31,1,178
26855,32,0,178
26856,33,1,178
26857,39,0,178
26858,41,1,178
26859,58,0,178
26860,60,0,178
26861,62,0,178
26862,64,0,178
26863,65,0,178
26864,67,0,178
26865,69,0,178
26866,70,0,178
26867,71,0,178
26868,72,0,178
26869,73,0,178
26870,75,0,178
26871,78,0,178
26872,79,0,178
26873,80,0,178
26874,83,0,178
26875,85,0,178
26876,86,0,178
26877,88,0,178
26878,91,0,178
26879,92,0,178
26880,95,0,178
26881,97,0,178
26882,99,0,178
26883,100,0,178
26884,103,0,178
26885,105,0,178
26886,110,0,178
26887,117,0,178
26888,121,0,178
26889,127,0,178
26890,134,0,178
26891,162,1,178
26892,166,0,178
26893,175,0,178
26894,183,0,178
26895,184,0,178
26896,186,0,178
26897,188,0,178
26898,189,0,178
26899,190,0,178
26900,192,0,178
26901,193,0,178
26902,194,0,178
26903,195,0,178
26904,197,0,178
26905,198,0,178
26906,200,0,178
26907,201,0,178
26908,202,0,178
26909,203,0,178
26910,204,0,178
26911,206,0,178
26912,207,0,178
26913,208,0,178
26914,209,0,178
26915,210,0,178
26916,213,0,178
26917,218,0,178
26918,220,0,178
26919,221,0,178
26920,222,0,178
26921,223,0,178
26922,224,0,178
26923,225,0,178
26924,226,0,178
26925,228,0,178
26926,229,0,178
26927,230,0,178
26928,232,0,178
26929,235,0,178
26930,237,0,178
26931,239,0,178
26932,240,0,178
26933,242,0,178
26934,243,0,178
26935,245,0,178
26936,247,0,178
26937,250,0,178
26938,252,0,178
26939,254,0,178
26940,261,0,178
26941,297,0,178
26942,298,0,178
26943,301,0,178
26944,304,0,178
26945,305,0,178
26946,308,0,178
26947,327,0,178
26948,328,0,178
26949,329,0,178
26950,333,0,178
26951,0,1,179
26952,4,1,179
26953,6,1,179
26954,7,1,179
26955,11,1,179
26956,13,0,179
26957,15,0,179
26958,20,1,179
26959,21,1,179
26960,22,1,179
26961,32,0,179
26962,34,1,179
26963,44,0,179
26964,45,1,179
26965,46,0,179
26966,49,1,179
26967,50,1,179
26968,54,0,179
26969,55,0,179
26970,57,0,179
26971,58,0,179
26972,60,0,179
26973,62,0,179
26974,63,0,179
26975,64,0,179
